"ID","ITEM","CONDITION","RESPONSE_TIME","ACCURATE","LIST","TYPE","QUESTION","CORRECT_ANSWER","ANSWER_CLEAN"
"P28",28,"Bad control",4331.7125539237,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P28",29,"Illusion",5164.44570114157,"dont_know","List1","Type1","Question 29","Answer X","Answer Y"
"P28",30,"Illusion",3269.39512649512,"incorrect","List1","Type1","Question 30","Answer X","Answer Y"
"P28",31,"Bad control",1117.77539033154,"correct","List1","Type1","Question 31","Answer X","Answer Y"
"P28",32,"Illusion",200,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P28",33,"Illusion",5954.14678407019,"correct","List1","Type1","Question 33","Answer X","Answer Y"
"P28",34,"Illusion",3363.202933943,"incorrect","List1","Type1","Question 34","Answer X","Answer Y"
"P28",35,"Well-formed question",6102.0199491676,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P28",36,"Illusion",200,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P28",37,"Well-formed question",200,"correct","List1","Type1","Question 37","Answer X","Answer Y"
"P28",38,"Well-formed question",3716.98060055952,"incorrect","List1","Type1","Question 38","Answer X","Answer Y"
"P28",39,"Bad control",200,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P28",40,"Bad control",200,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P28",41,"Bad control",6584.42149745688,"correct","List1","Type1","Question 41","Answer X","Answer Y"
"P29",1,"Bad control",6944.56974237082,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P29",2,"Bad control",1014.98165540417,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P29",3,"Well-formed control",3831.26387290027,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P29",4,"Bad control",695.569208219079,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P29",5,"Well-formed control",6298.77806194526,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P29",6,"Illusion",4318.27682959684,"incorrect","List1","Type1","Question 6","Answer X","Answer Y"
"P29",7,"Well-formed question",979.378311585729,"incorrect","List1","Type1","Question 7","Answer X","Answer Y"
"P29",8,"Well-formed question",1323.30044899087,"incorrect","List1","Type1","Question 8","Answer X","Answer Y"
"P29",9,"Illusion",605.756028432203,"incorrect","List1","Type1","Question 9","Answer X","Answer Y"
"P29",10,"Bad control",5518.1053591933,"correct","List1","Type1","Question 10","Answer X","Answer Y"
"P29",11,"Well-formed control",7366.24009888452,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P29",12,"Well-formed control",6550.55923228581,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P29",13,"Bad control",1589.48573923554,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P29",14,"Well-formed question",200,"incorrect","List1","Type1","Question 14","Answer X","Answer Y"
"P29",15,"Illusion",6334.02888470348,"correct","List1","Type1","Question 15","Answer X","Answer Y"
"P29",16,"Bad control",3634.25197255205,"correct","List1","Type1","Question 16","Answer X","Answer Y"
"P29",17,"Well-formed control",4806.82787656951,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P29",18,"Well-formed question",7846.0141533778,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P29",19,"Illusion",1211.91705949185,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P29",20,"Well-formed control",9768.85626059726,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P29",21,"Bad control",2909.08891820109,"incorrect","List1","Type1","Question 21","Answer X","Answer Y"
"P29",22,"Well-formed question",1543.67877563904,"dont_know","List1","Type1","Question 22","Answer X","Answer Y"
"P29",23,"Bad control",3546.15359233625,"correct","List1","Type1","Question 23","Answer X","Answer Y"
"P29",24,"Well-formed question",5527.36124085152,"incorrect","List1","Type1","Question 24","Answer X","Answer Y"
"P29",25,"Bad control",3541.64075341967,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P29",26,"Bad control",1412.54232569753,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P29",27,"Bad control",3313.13183983352,"incorrect","List1","Type1","Question 27","Answer X","Answer Y"
"P29",28,"Well-formed question",200,"incorrect","List1","Type1","Question 28","Answer X","Answer Y"
"P29",29,"Well-formed question",2282.7643167586,"incorrect","List1","Type1","Question 29","Answer X","Answer Y"
"P29",30,"Well-formed question",5765.49401153342,"correct","List1","Type1","Question 30","Answer X","Answer Y"
"P29",31,"Illusion",3816.34185078262,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P29",32,"Illusion",6900.22648925137,"incorrect","List1","Type1","Question 32","Answer X","Answer Y"
"P29",33,"Well-formed control",7009.72434565491,"incorrect","List1","Type1","Question 33","Answer X","Answer Y"
"P29",34,"Illusion",6746.74569989469,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P29",35,"Illusion",6784.13762231163,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P29",36,"Well-formed control",200,"correct","List1","Type1","Question 36","Answer X","Answer Y"
"P29",37,"Illusion",4439.95820934632,"incorrect","List1","Type1","Question 37","Answer X","Answer Y"
"P29",38,"Bad control",9183.93678457757,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P29",39,"Bad control",2702.42986774659,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P29",40,"Well-formed question",5754.06961958065,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P29",41,"Well-formed control",5573.24991399887,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P30",1,"Well-formed control",7307.55226021338,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P30",2,"Well-formed question",3136.69924689727,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P30",3,"Well-formed question",1777.99124028072,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P30",4,"Illusion",4683.77119633886,"incorrect","List1","Type1","Question 4","Answer X","Answer Y"
"P30",5,"Bad control",4816.19934509018,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P30",6,"Well-formed control",4194.90170935556,"correct","List1","Type1","Question 6","Answer X","Answer Y"
"P30",7,"Well-formed control",5103.83070845589,"correct","List1","Type1","Question 7","Answer X","Answer Y"
"P30",8,"Illusion",5904.22155355204,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P30",9,"Bad control",1794.33927238978,"dont_know","List1","Type1","Question 9","Answer X","Answer Y"
"P30",10,"Well-formed control",9750.66841663147,"correct","List1","Type1","Question 10","Answer X","Answer Y"
"P30",11,"Illusion",12338.9339336047,"incorrect","List1","Type1","Question 11","Answer X","Answer Y"
"P30",12,"Illusion",9737.03036213049,"incorrect","List1","Type1","Question 12","Answer X","Answer Y"
"P30",13,"Bad control",2782.48278047706,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P30",14,"Well-formed question",200,"incorrect","List1","Type1","Question 14","Answer X","Answer Y"
"P30",15,"Illusion",4619.8958537661,"incorrect","List1","Type1","Question 15","Answer X","Answer Y"
"P30",16,"Illusion",7590.46250129223,"incorrect","List1","Type1","Question 16","Answer X","Answer Y"
"P30",17,"Illusion",7223.07168577666,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P30",18,"Bad control",401.447654860238,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P30",19,"Illusion",422.117955366689,"correct","List1","Type1","Question 19","Answer X","Answer Y"
"P30",20,"Illusion",4905.94570701998,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P30",21,"Illusion",6676.38851797517,"correct","List1","Type1","Question 21","Answer X","Answer Y"
"P30",22,"Well-formed control",8632.20246654594,"incorrect","List1","Type1","Question 22","Answer X","Answer Y"
"P30",23,"Well-formed control",8395.13156769105,"correct","List1","Type1","Question 23","Answer X","Answer Y"
"P30",24,"Bad control",1205.34726417091,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P30",25,"Illusion",200,"incorrect","List1","Type1","Question 25","Answer X","Answer Y"
"P30",26,"Bad control",200,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P30",27,"Illusion",6240.73798102923,"incorrect","List1","Type1","Question 27","Answer X","Answer Y"
"P30",28,"Well-formed control",8444.2717952712,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P30",29,"Bad control",5209.39746538171,"correct","List1","Type1","Question 29","Answer X","Answer Y"
"P30",30,"Bad control",925.428826299257,"incorrect","List1","Type1","Question 30","Answer X","Answer Y"
"P30",31,"Bad control",8992.45813909444,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P30",32,"Well-formed question",2782.4005394238,"incorrect","List1","Type1","Question 32","Answer X","Answer Y"
"P30",33,"Well-formed question",10543.1075233609,"incorrect","List1","Type1","Question 33","Answer X","Answer Y"
"P30",34,"Bad control",5871.35555760245,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P30",35,"Bad control",7833.44399105764,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P30",36,"Well-formed control",6358.21513485244,"correct","List1","Type1","Question 36","Answer X","Answer Y"
"P30",37,"Well-formed control",4700.91320757721,"correct","List1","Type1","Question 37","Answer X","Answer Y"
"P30",38,"Well-formed question",462.688925104322,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P30",39,"Bad control",2462.80292192233,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P30",40,"Well-formed control",4774.47684249295,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P30",41,"Bad control",5044.24946278207,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P31",1,"Bad control",4075.9837989312,"incorrect","List1","Type1","Question 1","Answer X","Answer Y"
"P31",2,"Well-formed control",4225.7634497313,"incorrect","List1","Type1","Question 2","Answer X","Answer Y"
"P31",3,"Illusion",5084.81391892365,"incorrect","List1","Type1","Question 3","Answer X","Answer Y"
"P31",4,"Well-formed question",2225.49255418037,"incorrect","List1","Type1","Question 4","Answer X","Answer Y"
"P31",5,"Bad control",2532.13607158137,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P31",6,"Well-formed question",200,"correct","List1","Type1","Question 6","Answer X","Answer Y"
"P31",7,"Well-formed question",7174.88627913777,"dont_know","List1","Type1","Question 7","Answer X","Answer Y"
"P31",8,"Well-formed question",4288.4727808535,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P31",9,"Bad control",3921.18997914462,"correct","List1","Type1","Question 9","Answer X","Answer Y"
"P31",10,"Illusion",1760.6566612694,"incorrect","List1","Type1","Question 10","Answer X","Answer Y"
"P31",11,"Illusion",3534.00518540695,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P31",12,"Well-formed question",200,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P31",13,"Well-formed question",329.987260654224,"incorrect","List1","Type1","Question 13","Answer X","Answer Y"
"P31",14,"Bad control",200,"correct","List1","Type1","Question 14","Answer X","Answer Y"
"P31",15,"Illusion",7955.18878644378,"dont_know","List1","Type1","Question 15","Answer X","Answer Y"
"P31",16,"Bad control",4564.83569626821,"dont_know","List1","Type1","Question 16","Answer X","Answer Y"
"P31",17,"Well-formed control",289.356657300272,"correct","List1","Type1","Question 17","Answer X","Answer Y"
"P31",18,"Illusion",8609.97662707027,"incorrect","List1","Type1","Question 18","Answer X","Answer Y"
"P31",19,"Well-formed control",7590.91292836671,"correct","List1","Type1","Question 19","Answer X","Answer Y"
"P31",20,"Well-formed control",8084.80887733349,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P31",21,"Well-formed question",3303.74248276948,"dont_know","List1","Type1","Question 21","Answer X","Answer Y"
"P31",22,"Well-formed control",3198.89767638634,"correct","List1","Type1","Question 22","Answer X","Answer Y"
"P31",23,"Well-formed control",4560.86418188678,"dont_know","List1","Type1","Question 23","Answer X","Answer Y"
"P31",24,"Bad control",5420.80500530561,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P31",25,"Well-formed control",8326.0419456462,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P31",26,"Illusion",10140.7310632451,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P31",27,"Well-formed control",2837.46779545242,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P31",28,"Illusion",773.029165647272,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P31",29,"Well-formed control",5394.90038490453,"incorrect","List1","Type1","Question 29","Answer X","Answer Y"
"P31",30,"Illusion",15292.4866503042,"incorrect","List1","Type1","Question 30","Answer X","Answer Y"
"P31",31,"Illusion",2883.697421079,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P31",32,"Well-formed question",8256.05487742077,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P31",33,"Well-formed question",3241.17236518823,"incorrect","List1","Type1","Question 33","Answer X","Answer Y"
"P31",34,"Illusion",2704.1585170011,"incorrect","List1","Type1","Question 34","Answer X","Answer Y"
"P31",35,"Illusion",1870.34002854163,"incorrect","List1","Type1","Question 35","Answer X","Answer Y"
"P31",36,"Illusion",3665.3643187275,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P31",37,"Well-formed control",11856.0022863807,"correct","List1","Type1","Question 37","Answer X","Answer Y"
"P31",38,"Illusion",5510.44080714613,"incorrect","List1","Type1","Question 38","Answer X","Answer Y"
"P31",39,"Illusion",6177.43552708217,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P31",40,"Well-formed question",7147.67494647289,"incorrect","List1","Type1","Question 40","Answer X","Answer Y"
"P31",41,"Illusion",11874.9824803381,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P32",1,"Illusion",7214.12535611799,"incorrect","List1","Type1","Question 1","Answer X","Answer Y"
"P32",2,"Well-formed control",200,"incorrect","List1","Type1","Question 2","Answer X","Answer Y"
"P32",3,"Well-formed question",386.990567631748,"correct","List1","Type1","Question 3","Answer X","Answer Y"
"P32",4,"Bad control",200,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P32",5,"Bad control",200,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P32",6,"Well-formed control",10384.0473592344,"incorrect","List1","Type1","Question 6","Answer X","Answer Y"
"P32",7,"Well-formed question",2336.16308996623,"correct","List1","Type1","Question 7","Answer X","Answer Y"
"P32",8,"Bad control",5390.95495123518,"dont_know","List1","Type1","Question 8","Answer X","Answer Y"
"P32",9,"Well-formed control",9926.52365823243,"incorrect","List1","Type1","Question 9","Answer X","Answer Y"
"P32",10,"Illusion",2584.44963028863,"incorrect","List1","Type1","Question 10","Answer X","Answer Y"
"P32",11,"Bad control",3763.51435095832,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P32",12,"Well-formed question",5383.77506426281,"incorrect","List1","Type1","Question 12","Answer X","Answer Y"
"P32",13,"Bad control",4871.67509020192,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P32",14,"Well-formed question",1322.94763373736,"incorrect","List1","Type1","Question 14","Answer X","Answer Y"
"P32",15,"Well-formed question",6757.9751677338,"correct","List1","Type1","Question 15","Answer X","Answer Y"
"P32",16,"Well-formed question",6089.28989248354,"correct","List1","Type1","Question 16","Answer X","Answer Y"
"P32",17,"Well-formed question",3077.4095924275,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P32",18,"Bad control",424.068222752003,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P32",19,"Illusion",6702.46760966464,"correct","List1","Type1","Question 19","Answer X","Answer Y"
"P32",20,"Well-formed control",10957.5899172516,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P32",21,"Well-formed question",9104.04866862896,"incorrect","List1","Type1","Question 21","Answer X","Answer Y"
"P32",22,"Well-formed control",8630.95673857285,"incorrect","List1","Type1","Question 22","Answer X","Answer Y"
"P32",23,"Well-formed question",2374.39926709664,"incorrect","List1","Type1","Question 23","Answer X","Answer Y"
"P32",24,"Illusion",2514.27647751199,"dont_know","List1","Type1","Question 24","Answer X","Answer Y"
"P32",25,"Well-formed control",2507.83781563532,"incorrect","List1","Type1","Question 25","Answer X","Answer Y"
"P32",26,"Well-formed question",2632.35899508613,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P32",27,"Bad control",6355.90904286914,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P32",28,"Well-formed control",6047.07158757501,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P32",29,"Well-formed question",200,"dont_know","List1","Type1","Question 29","Answer X","Answer Y"
"P32",30,"Well-formed control",200,"correct","List1","Type1","Question 30","Answer X","Answer Y"
"P32",31,"Well-formed control",4876.25664497186,"correct","List1","Type1","Question 31","Answer X","Answer Y"
"P32",32,"Well-formed question",4660.42881643183,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P32",33,"Bad control",200,"correct","List1","Type1","Question 33","Answer X","Answer Y"
"P32",34,"Well-formed question",1170.80906759248,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P32",35,"Bad control",4262.64029686052,"correct","List1","Type1","Question 35","Answer X","Answer Y"
"P32",36,"Bad control",8667.14454550696,"correct","List1","Type1","Question 36","Answer X","Answer Y"
"P32",37,"Well-formed question",200,"incorrect","List1","Type1","Question 37","Answer X","Answer Y"
"P32",38,"Well-formed control",200,"dont_know","List1","Type1","Question 38","Answer X","Answer Y"
"P32",39,"Illusion",540.216577403268,"dont_know","List1","Type1","Question 39","Answer X","Answer Y"
"P32",40,"Bad control",4716.64135753062,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P32",41,"Illusion",5614.69784020565,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P33",1,"Illusion",3271.80152424379,"incorrect","List1","Type1","Question 1","Answer X","Answer Y"
"P33",2,"Bad control",200,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P33",3,"Well-formed control",2328.09371608791,"dont_know","List1","Type1","Question 3","Answer X","Answer Y"
"P33",4,"Illusion",2409.49239198544,"incorrect","List1","Type1","Question 4","Answer X","Answer Y"
"P33",5,"Well-formed question",3387.47898197014,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P33",6,"Well-formed control",11776.7575644851,"correct","List1","Type1","Question 6","Answer X","Answer Y"
"P33",7,"Illusion",1991.33317254497,"incorrect","List1","Type1","Question 7","Answer X","Answer Y"
"P33",8,"Well-formed question",4394.39076695581,"correct","List1","Type1","Question 8","Answer X","Answer Y"
"P33",9,"Well-formed question",1571.80658838522,"correct","List1","Type1","Question 9","Answer X","Answer Y"
"P33",10,"Well-formed control",200,"correct","List1","Type1","Question 10","Answer X","Answer Y"
"P33",11,"Well-formed question",6415.40785920352,"incorrect","List1","Type1","Question 11","Answer X","Answer Y"
"P33",12,"Bad control",951.519324786414,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P33",13,"Well-formed question",13995.8403837257,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P33",14,"Well-formed control",5360.11639830951,"dont_know","List1","Type1","Question 14","Answer X","Answer Y"
"P33",15,"Well-formed question",4336.5756632201,"correct","List1","Type1","Question 15","Answer X","Answer Y"
"P33",16,"Bad control",3973.63965698565,"correct","List1","Type1","Question 16","Answer X","Answer Y"
"P33",17,"Bad control",9839.83545346302,"correct","List1","Type1","Question 17","Answer X","Answer Y"
"P33",18,"Bad control",6216.92015604947,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P33",19,"Illusion",3522.43764508231,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P33",20,"Well-formed control",200,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P33",21,"Illusion",689.734972460072,"incorrect","List1","Type1","Question 21","Answer X","Answer Y"
"P33",22,"Well-formed control",1680.53984272066,"incorrect","List1","Type1","Question 22","Answer X","Answer Y"
"P33",23,"Well-formed control",10066.278771092,"incorrect","List1","Type1","Question 23","Answer X","Answer Y"
"P33",24,"Well-formed question",3436.58752989127,"correct","List1","Type1","Question 24","Answer X","Answer Y"
"P33",25,"Bad control",1852.64302975026,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P33",26,"Well-formed control",8293.10539075199,"correct","List1","Type1","Question 26","Answer X","Answer Y"
"P33",27,"Well-formed control",10612.33981976,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P33",28,"Well-formed question",1611.04681101848,"incorrect","List1","Type1","Question 28","Answer X","Answer Y"
"P33",29,"Bad control",2811.61215724587,"correct","List1","Type1","Question 29","Answer X","Answer Y"
"P33",30,"Well-formed control",6419.77659493283,"incorrect","List1","Type1","Question 30","Answer X","Answer Y"
"P33",31,"Illusion",4407.57940621666,"incorrect","List1","Type1","Question 31","Answer X","Answer Y"
"P33",32,"Well-formed question",5586.38932853153,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P33",33,"Well-formed question",10308.9708765606,"correct","List1","Type1","Question 33","Answer X","Answer Y"
"P33",34,"Illusion",4207.84995138101,"incorrect","List1","Type1","Question 34","Answer X","Answer Y"
"P33",35,"Illusion",3415.59464594686,"incorrect","List1","Type1","Question 35","Answer X","Answer Y"
"P33",36,"Well-formed control",7007.34283453046,"correct","List1","Type1","Question 36","Answer X","Answer Y"
"P33",37,"Well-formed control",4765.09838680034,"correct","List1","Type1","Question 37","Answer X","Answer Y"
"P33",38,"Well-formed control",7604.21890300697,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P33",39,"Bad control",3490.18459398839,"incorrect","List1","Type1","Question 39","Answer X","Answer Y"
"P33",40,"Well-formed question",5720.5605217024,"correct","List1","Type1","Question 40","Answer X","Answer Y"
"P33",41,"Well-formed control",200,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P34",1,"Well-formed control",5030.29803926612,"correct","List1","Type1","Question 1","Answer X","Answer Y"
"P34",2,"Well-formed question",2254.94406991862,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P34",3,"Well-formed control",200,"incorrect","List1","Type1","Question 3","Answer X","Answer Y"
"P34",4,"Illusion",2939.60312861805,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P34",5,"Well-formed control",6531.77480615825,"correct","List1","Type1","Question 5","Answer X","Answer Y"
"P34",6,"Well-formed control",5359.1940481378,"correct","List1","Type1","Question 6","Answer X","Answer Y"
"P34",7,"Well-formed control",7879.77741625108,"correct","List1","Type1","Question 7","Answer X","Answer Y"
"P34",8,"Well-formed question",7516.58716702746,"incorrect","List1","Type1","Question 8","Answer X","Answer Y"
"P34",9,"Well-formed question",7110.5836113473,"correct","List1","Type1","Question 9","Answer X","Answer Y"
"P34",10,"Illusion",3258.13692139465,"correct","List1","Type1","Question 10","Answer X","Answer Y"
"P34",11,"Illusion",200,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P34",12,"Well-formed control",3796.55547115747,"correct","List1","Type1","Question 12","Answer X","Answer Y"
"P34",13,"Well-formed question",8342.62578124055,"correct","List1","Type1","Question 13","Answer X","Answer Y"
"P34",14,"Bad control",3804.94608336731,"correct","List1","Type1","Question 14","Answer X","Answer Y"
"P34",15,"Bad control",200,"correct","List1","Type1","Question 15","Answer X","Answer Y"
"P34",16,"Well-formed control",7032.36985349297,"dont_know","List1","Type1","Question 16","Answer X","Answer Y"
"P34",17,"Well-formed control",6153.6683697373,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P34",18,"Bad control",2947.7470962048,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P34",19,"Illusion",5048.40796427019,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P34",20,"Well-formed question",9063.8588747282,"incorrect","List1","Type1","Question 20","Answer X","Answer Y"
"P34",21,"Well-formed control",10419.5292211224,"correct","List1","Type1","Question 21","Answer X","Answer Y"
"P34",22,"Illusion",2784.15637081053,"incorrect","List1","Type1","Question 22","Answer X","Answer Y"
"P34",23,"Well-formed control",5016.71776577083,"correct","List1","Type1","Question 23","Answer X","Answer Y"
"P34",24,"Well-formed question",200,"incorrect","List1","Type1","Question 24","Answer X","Answer Y"
"P34",25,"Well-formed question",1491.08273992687,"correct","List1","Type1","Question 25","Answer X","Answer Y"
"P34",26,"Well-formed control",13392.5519865715,"dont_know","List1","Type1","Question 26","Answer X","Answer Y"
"P34",27,"Illusion",9811.84282909738,"correct","List1","Type1","Question 27","Answer X","Answer Y"
"P34",28,"Illusion",3600.60000788185,"correct","List1","Type1","Question 28","Answer X","Answer Y"
"P34",29,"Bad control",2051.43953877518,"incorrect","List1","Type1","Question 29","Answer X","Answer Y"
"P34",30,"Well-formed control",200,"correct","List1","Type1","Question 30","Answer X","Answer Y"
"P34",31,"Bad control",10707.1052429083,"correct","List1","Type1","Question 31","Answer X","Answer Y"
"P34",32,"Bad control",4530.02788497895,"correct","List1","Type1","Question 32","Answer X","Answer Y"
"P34",33,"Bad control",2353.98289933358,"correct","List1","Type1","Question 33","Answer X","Answer Y"
"P34",34,"Well-formed control",9492.33634802961,"correct","List1","Type1","Question 34","Answer X","Answer Y"
"P34",35,"Well-formed question",200,"incorrect","List1","Type1","Question 35","Answer X","Answer Y"
"P34",36,"Bad control",6409.27865084942,"incorrect","List1","Type1","Question 36","Answer X","Answer Y"
"P34",37,"Well-formed control",11013.5691772864,"incorrect","List1","Type1","Question 37","Answer X","Answer Y"
"P34",38,"Well-formed control",4090.75652070636,"correct","List1","Type1","Question 38","Answer X","Answer Y"
"P34",39,"Well-formed control",11057.220997703,"correct","List1","Type1","Question 39","Answer X","Answer Y"
"P34",40,"Illusion",6732.01894734766,"incorrect","List1","Type1","Question 40","Answer X","Answer Y"
"P34",41,"Bad control",2093.38180241965,"incorrect","List1","Type1","Question 41","Answer X","Answer Y"
"P35",1,"Illusion",6490.22859990547,"incorrect","List1","Type1","Question 1","Answer X","Answer Y"
"P35",2,"Well-formed control",2017.97059127052,"correct","List1","Type1","Question 2","Answer X","Answer Y"
"P35",3,"Illusion",2504.79333020115,"incorrect","List1","Type1","Question 3","Answer X","Answer Y"
"P35",4,"Illusion",7209.6870453971,"correct","List1","Type1","Question 4","Answer X","Answer Y"
"P35",5,"Well-formed control",2977.7194893444,"dont_know","List1","Type1","Question 5","Answer X","Answer Y"
"P35",6,"Well-formed question",4030.79273483958,"dont_know","List1","Type1","Question 6","Answer X","Answer Y"
"P35",7,"Well-formed question",7798.63823568285,"correct","List1","Type1","Question 7","Answer X","Answer Y"
"P35",8,"Illusion",200,"incorrect","List1","Type1","Question 8","Answer X","Answer Y"
"P35",9,"Well-formed question",9879.60615544151,"incorrect","List1","Type1","Question 9","Answer X","Answer Y"
"P35",10,"Bad control",10448.8452176385,"correct","List1","Type1","Question 10","Answer X","Answer Y"
"P35",11,"Well-formed control",7548.51988143159,"correct","List1","Type1","Question 11","Answer X","Answer Y"
"P35",12,"Illusion",5942.26450219602,"incorrect","List1","Type1","Question 12","Answer X","Answer Y"
"P35",13,"Illusion",2639.86768297515,"incorrect","List1","Type1","Question 13","Answer X","Answer Y"
"P35",14,"Illusion",6190.49724052242,"incorrect","List1","Type1","Question 14","Answer X","Answer Y"
"P35",15,"Bad control",2636.41275714761,"incorrect","List1","Type1","Question 15","Answer X","Answer Y"
"P35",16,"Illusion",5461.25866643281,"incorrect","List1","Type1","Question 16","Answer X","Answer Y"
"P35",17,"Bad control",2069.37152869149,"incorrect","List1","Type1","Question 17","Answer X","Answer Y"
"P35",18,"Illusion",7260.10001456567,"correct","List1","Type1","Question 18","Answer X","Answer Y"
"P35",19,"Illusion",6911.16235210541,"incorrect","List1","Type1","Question 19","Answer X","Answer Y"
"P35",20,"Well-formed question",8607.46941807334,"correct","List1","Type1","Question 20","Answer X","Answer Y"
"P35",21,"Well-formed question",11276.7592715817,"correct","List1","Type1","Question 21","Answer X","Answer Y"
"P35",22,"Well-formed question",1784.69853519026,"correct","List1","Type1","Question 22","Answer X","Answer Y"
"P35",23,"Bad control",7145.16731643019,"correct","List1","Type1","Question 23","Answer X","Answer Y"
